aco_id,par_lbn,aco_name,aco_service_area,agreement_period_num,initial_start_date,current_start_date,re-entering_aco,basic_track,basic_track_level,enhanced_track,high_revenue_aco,low_revenue_aco,adv_pay,aim,aip,snf_3-day_rule_waiver,prospective_assignment,retrospective_assignment,aco_address,aco_public_reporting_website,aco_exec_name,aco_exec_email,aco_exec_phone,aco_public_name,aco_public_email,aco_public_phone,aco_compliance_contact_name,aco_medical_director_name
A5387,CENTER FOR PREVENTIVE MEDICINE PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,CHANDA J CORBIN PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,CHANGHEE KIM MD PHD PLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,CHARLES CHRISTOPHER STROUD MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,CHARLES G KISSEL DPM PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"CHARLES H. GREENBERG, M.D.P.C","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,CLAIRE PEEPLES MD PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"CLINICAL NEUROPHYSIOLOGY SERVICES, PC","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,CLINTON WOMENS HEALTHCARE PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,DANIEL S HADDAD MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"DAVID V SPURLIN, M.D., P.L.L.C.","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,DAVID W CALTON MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,ELITE FAMILY MEDICINE PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,ENDOCRINE AND METABOLIC DISORDERS CENTER PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,ENDOSCOPIC SOLUTIONS PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,FD FARAH MI PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"FORUM MEDICAL CLINIC, PC","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,GANESH DESHMUKH,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,GHABSHA MD PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,GRACE FAMILY CARE PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,GREENBERGER WU DUNN & FIELDS PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,GRUNBERGER DIABETES MEDICAL CENTER PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,HALLER & HUG PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,HEART AND VASCULAR SPECIALISTS PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,JAMES BAUER MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,JASON SHELLNUT MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,JOHN D ARSEN DPM INC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,KARLE MEDICAL GROUP PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,KEITH C MCKENZIE MD PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"Klein Md, Hug MD, Sabin MD, Maddens MD, Khogali-Jakary DO PC","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,LAWRENCE GREENBERG DO,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"LINDA C HONET, MD DERMATOLOGY PC","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"LMT REHABILITATION ASSOCIATES,PC","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MARGARET ECKEL,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MARK S FRIEDLAND MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MATTHEW A ZIEGLER MD PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MAZEN SABBAQ MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MENDELSON ORTHOPEDICS PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MICHIGAN EAR INSTITUTE PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MICHIGAN ORTHOPAEDIC SURGEONS PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MILLMAN DERR CENTER FOR EYE CARE PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,MOHAMMED WAEL AL-AMERI MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"NANCY F MANSOUR-HABIB M.D. P,C,","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"OAKLAND MACOMB OBSTETRICS & GYNECOLOGY, P.C.","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"PANKAJ HUKKU, MD PC","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,PREMIER HEMATOLOGY ONCOLOGY CARE INC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,PREMIER SURGICAL SPECIALISTS PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,PREMIER VASCULAR CARE PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,PULMONARY CRITICAL CARE AND SLEEP PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,RICHARDS & RICHARDSON PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,RIVERBEND HEALTH CARE PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,ROBERT OH GO P.C.,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"ROCHESTER COLON & RECTAL, P.C.","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,ROCHESTER GENERAL SURGERY PLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"RODOLFO D FARHY, MD, FACC, FAHA, PLLC","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,ROLANDO M ESTUPIGAN DO PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,ROSS FEINMAN,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,ROYAL OAK SURGICAL ASSOCIATES PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,SCHLABACH FAMILY PRACTICE PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,SHEHADA MD PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"SHEILA P MEFTAH, MD, PLLC","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,SKYWALK INTERNAL MEDICINE PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,"SMITA BIJLANI, M.D., P. C.","agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,SOMERSET HEMATOLOGY ONCOLOGY PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,SOMERSET OPHTHALMOLOGY PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,STEPHEN M SWETECH DO MEDICAL CENTER PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,STEVEN S. ZELDES MD PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,STONEBROOKE FAMILY PHYSICIANS,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,STONY CREEK INTERNAL MEDICINE PLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,SUDHA NANNAPANENI MD PLLC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
A5387,THOMAS C HOSEY DPM & ASSOCIATES PC,"agilon health Michigan ACO, Inc.",MI,3,01/01/2024,01/01/2024,1,0,N/A,1,1,0,0,0,0,0,1,0,"6210 E HIGHWAY 290, STE 450, AUSTIN, TX, 78723",MichiganSeniorCareACO.com,Eric Becker,eric.becker@agilonhealth.com,(510) 206-5719,N/A,N/A,N/A,Kimberly Busenbark,
